time;LIDL BEŽIGRAD;ŠMARTINSKI PARK;SAVSKO NASELJE 1-ŠMARTINSKA CESTA;ČRNUČE;VILHARJEVA CESTA;MASARYKOVA DDC;POGAČARJEV TRG-TRŽNICA;CANKARJEVA UL.-NAMA;ANTONOV TRG;PRUŠNIKOVA;TEHNOLOŠKI PARK;KOSEŠKI BAJER;TIVOLI;TRŽNICA MOSTE;GRUDNOVO NABREŽJE-KARLOVŠKA C.;LIDL-LITIJSKA CESTA;ŠPORTNI CENTER STOŽICE;ŠPICA;ROŠKA - STRELIŠKA;BAVARSKI DVOR;STARA CERKEV;SITULA;ILIRSKA ULICA;LIDL - RUDNIK;KOPALIŠČE KOLEZIJA;POVŠETOVA - KAJUHOVA;DUNAJSKA C.-PS MERCATOR;CITYPARK;KOPRSKA ULICA;LIDL - VOJKOVA CESTA;POLJANSKA-POTOČNIKOVA;POVŠETOVA-GRABLOVIČEVA;PARK NAVJE-ŽELEZNA CESTA;ZALOG;CESTA NA ROŽNIK;HOFER-KAJUHOVA;DUNAJSKA C.-PS PETROL;STUDENEC;PARKIRIŠČE NUK 2-FF;BRATOVŠEVA PLOŠČAD;KONGRESNI TRG-ŠUBIČEVA ULICA;BS4-STOŽICE;GERBIČEVA - ŠPORTNI PARK SVOBODA;ŽIVALSKI VRT;VOKA - SLOVENČEVA;BTC CITY/DVORANA A;TRNOVO;P+R BARJE;ROŽNA DOLINA-ŠKRABČEVA UL.;KINO ŠIŠKA;BRODARJEV TRG;ZALOŠKA C.-GRABLOVIČEVA C.;DOLENJSKA C. - STRELIŠČE;ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA;SOSESKA NOVO BRDO;TRŽNICA KOSEZE;ALEJA - CELOVŠKA CESTA;MERCATOR CENTER ŠIŠKA;GH ŠENTPETER-NJEGOŠEVA C.;HOFER - POLJE;VIŠKO POLJE;BONIFACIJA;P + R DOLGI MOST;DRAVLJE;POLJE;SUPERNOVA LJUBLJANA - RUDNIK;SREDNJA FRIZERSKA ŠOLA;TRG OF-KOLODVORSKA UL.;TRG MDB;TRŽAŠKA C.-ILIRIJA;PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE;MERCATOR MARKET - CELOVŠKA C. 163;SAVSKO NASELJE 2-LINHARTOVA CESTA;BREG;BTC CITY ATLANTIS;IKEA;MIKLOŠIČEV PARK;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;LEK - VEROVŠKOVA;AMBROŽEV TRG;VOJKOVA - GASILSKA BRIGADA;RAKOVNIK;PREGLOV TRG;PLEČNIKOV STADION
2022-10-31-04-45;9;4;4;6;0;0;0;0;18;9;13;1;0;21;11;12;1;18;10;0;11;19;10;11;4;17;15;3;1;16;8;10;3;14;16;14;3;20;0;11;0;8;16;3;7;6;8;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;19;6;3;2;1;20;0;18;10;5;3;2;0;11;0;3;0;6;12;9
2022-10-31-04-50;9;4;4;6;0;0;0;0;20;9;13;1;0;21;12;12;1;18;10;0;11;19;10;11;4;17;15;3;1;16;8;10;3;14;16;14;3;20;0;11;0;8;16;3;7;6;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;20;0;19;10;5;3;2;0;11;0;3;0;6;12;9
2022-10-31-04-55;8;4;4;6;1;0;0;0;20;9;13;2;0;21;12;12;1;18;10;0;11;19;10;11;2;17;15;3;1;16;8;10;3;14;16;14;3;20;0;11;0;8;16;3;7;6;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;20;0;19;10;5;3;2;0;11;0;3;0;6;12;8
2022-10-31-05-00;8;4;4;6;1;0;0;0;20;9;13;2;0;21;12;12;1;18;10;0;11;19;10;11;2;17;15;3;1;15;8;10;3;14;16;14;3;20;0;11;0;8;16;3;7;6;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;19;8;5;3;2;0;11;0;3;0;6;12;8
2022-10-31-05-05;8;4;4;6;1;0;0;0;20;9;13;2;0;21;12;12;1;18;10;0;11;19;10;11;2;17;15;3;1;15;8;10;3;14;16;14;3;20;0;11;0;8;16;3;7;6;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;19;8;5;3;2;0;11;0;3;0;6;12;8
2022-10-31-05-10;8;4;4;6;1;0;0;0;20;9;13;2;0;21;12;12;1;18;10;0;11;19;10;11;2;17;15;3;1;15;8;12;3;14;16;14;3;20;0;11;0;8;16;3;7;7;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;19;8;5;4;2;0;11;0;3;0;6;12;8
2022-10-31-05-15;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;1;11;19;10;11;2;17;15;3;1;15;8;12;3;14;16;14;3;20;0;11;0;8;16;3;7;7;10;12;15;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;19;8;5;4;2;0;11;0;3;0;6;12;8
2022-10-31-05-20;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;1;11;19;10;11;2;17;15;3;1;15;6;12;3;14;16;14;3;20;0;11;0;8;16;3;7;7;10;12;14;14;12;15;7;17;18;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;20;7;5;4;2;0;11;0;3;0;6;12;8
2022-10-31-05-25;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;1;11;19;10;11;2;17;15;3;1;15;6;12;3;14;16;14;2;20;0;11;0;8;16;3;7;7;10;12;14;14;12;15;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;2;1;19;0;20;7;5;4;2;0;11;0;3;0;6;12;8
2022-10-31-05-30;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;1;11;19;10;11;2;17;15;3;1;15;6;12;3;14;16;14;2;20;0;11;0;8;16;3;7;7;10;12;14;14;12;15;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;7;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-05-35;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;1;11;19;10;11;2;17;16;3;1;15;7;12;3;14;16;14;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;15;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-05-40;8;4;4;6;1;1;0;0;20;9;12;2;0;21;12;12;1;18;10;2;11;19;10;11;2;17;16;3;1;15;6;12;3;14;16;14;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;15;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-05-45;8;4;4;6;1;1;0;1;20;9;12;2;0;21;12;12;1;18;10;2;11;19;10;11;2;17;16;3;1;15;6;12;3;14;16;14;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;15;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-05-50;8;4;4;6;1;1;0;2;20;9;12;2;0;21;12;12;1;18;10;2;11;19;10;11;2;16;16;3;1;15;6;12;4;14;16;14;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-05-55;8;4;4;6;1;1;0;2;20;9;12;2;0;21;12;12;1;18;10;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-06-00;8;4;4;6;1;2;0;2;20;8;12;2;0;21;12;12;1;18;10;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;9;9;10;20;6;3;4;1;19;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-06-05;8;4;4;6;1;2;0;2;20;8;12;2;0;21;12;12;1;18;10;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;2;20;0;11;0;8;16;3;8;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;7;9;10;20;6;3;4;1;18;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-06-10;8;4;4;6;1;2;0;2;20;8;12;2;0;21;12;12;1;18;10;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;2;20;0;11;0;8;16;3;7;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;7;9;10;20;6;3;4;1;18;0;20;6;5;4;2;0;11;0;2;0;6;12;8
2022-10-31-06-15;8;4;4;6;1;2;0;2;20;8;12;2;0;21;12;12;1;18;10;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;2;20;0;11;0;8;16;3;7;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;7;9;10;20;6;3;4;1;18;0;20;6;5;4;2;0;11;0;1;0;6;12;8
2022-10-31-06-20;8;4;4;5;1;2;0;2;20;8;12;2;0;21;12;12;1;18;8;2;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;12;14;7;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;18;0;20;6;5;4;2;0;11;0;1;0;6;12;8
2022-10-31-06-25;8;4;4;5;1;2;0;2;20;8;12;2;0;21;12;12;1;18;8;3;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;12;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;18;0;20;6;5;4;2;0;11;0;1;0;6;12;8
2022-10-31-06-30;8;4;4;5;1;2;0;2;20;8;12;2;0;21;12;12;1;18;8;3;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;12;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;18;0;20;6;5;5;2;0;11;0;1;0;6;12;8
2022-10-31-06-35;8;4;4;5;1;2;0;2;20;8;12;2;0;21;12;12;1;18;8;3;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;12;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;18;0;20;6;5;5;2;0;11;0;1;0;6;12;8
2022-10-31-06-40;8;4;4;5;1;2;0;2;20;8;12;2;0;20;12;12;1;18;8;3;11;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;17;0;20;6;5;5;2;0;11;0;1;0;6;12;8
2022-10-31-06-45;8;4;4;5;1;2;0;2;20;8;12;2;0;20;12;12;1;18;8;3;10;19;10;11;4;16;16;3;1;15;6;12;4;14;16;15;3;20;0;11;2;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;17;0;20;6;5;5;2;0;11;0;1;0;6;12;8
2022-10-31-06-50;8;4;4;5;1;2;0;2;19;8;12;2;1;20;12;12;1;17;8;3;9;19;10;11;4;16;15;3;1;15;6;12;4;14;16;15;3;20;0;11;3;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;1;17;0;20;6;5;5;2;1;11;0;1;0;6;12;8
2022-10-31-06-55;8;4;4;5;1;2;0;2;19;8;12;2;1;20;12;12;1;17;8;2;9;19;10;11;4;16;15;3;1;15;6;12;4;14;16;15;3;20;0;11;3;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;6;1;17;1;20;6;6;5;2;1;11;0;1;0;6;12;8
2022-10-31-07-00;8;4;4;5;1;2;0;2;19;8;12;2;1;20;12;12;1;17;8;2;9;19;10;11;4;16;15;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;11;8;15;7;9;10;20;6;3;6;2;17;1;20;6;6;5;2;1;11;0;1;0;6;12;8
2022-10-31-07-05;8;4;4;5;1;2;0;2;19;8;12;2;1;20;12;12;1;17;8;2;9;19;10;11;4;15;15;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;2;17;1;20;6;6;5;2;1;11;0;1;0;6;12;8
2022-10-31-07-10;8;4;4;5;1;2;0;2;19;8;12;2;1;20;12;12;1;17;8;1;9;19;10;11;4;14;14;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;14;11;14;9;17;19;12;12;16;12;8;15;7;9;10;20;6;3;5;2;17;1;20;6;6;5;2;1;11;0;1;0;6;11;8
2022-10-31-07-15;8;4;4;5;1;3;0;2;19;8;12;2;0;20;12;12;1;17;8;1;9;19;9;11;4;14;14;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;15;11;14;9;16;19;12;12;16;12;8;15;7;9;10;20;6;3;5;2;17;1;20;6;6;5;2;1;11;0;1;1;6;11;8
2022-10-31-07-20;8;4;4;5;1;3;0;2;19;8;12;2;0;20;12;12;1;17;8;1;9;19;8;11;4;14;14;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;15;11;15;9;16;19;12;12;16;12;8;15;7;9;10;20;6;3;5;2;17;1;19;5;6;7;2;1;11;0;1;1;6;11;8
2022-10-31-07-25;8;5;4;5;0;3;0;2;19;8;12;2;0;20;12;12;1;17;8;1;9;19;8;11;4;14;14;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;15;11;15;9;16;19;12;12;16;12;8;15;7;9;10;20;6;3;6;2;16;2;19;5;6;7;2;1;11;0;1;1;6;11;8
2022-10-31-07-30;8;5;4;5;0;3;0;2;19;8;12;2;0;20;12;12;1;17;8;1;9;19;8;11;4;14;13;3;1;15;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;15;11;15;9;16;19;12;12;16;12;8;15;7;9;10;20;6;3;6;2;16;2;19;5;6;7;2;1;11;0;1;1;6;11;8
2022-10-31-07-35;8;5;4;5;0;3;0;2;19;8;12;2;1;20;12;12;1;17;8;1;9;19;7;11;4;14;12;3;1;16;6;12;4;14;16;15;4;20;0;11;4;8;16;3;7;7;10;12;14;15;11;15;9;16;19;12;12;16;13;8;15;7;9;10;20;6;3;6;2;17;2;19;5;6;7;2;1;11;0;1;1;6;11;8
2022-10-31-07-40;7;5;4;5;0;3;0;2;19;8;12;2;1;20;12;12;1;17;8;1;9;19;7;11;4;13;12;3;1;16;6;12;4;14;16;15;4;20;0;11;4;8;15;3;7;7;9;12;14;14;11;15;9;16;19;12;11;16;13;8;15;7;9;10;20;6;3;6;2;17;2;19;5;6;7;2;1;11;0;1;1;6;11;8
2022-10-31-07-45;7;5;4;5;0;3;0;2;19;8;12;2;1;20;13;12;1;17;8;1;9;19;7;11;4;13;12;3;1;16;6;12;4;14;16;15;4;20;0;11;4;8;14;3;7;7;9;12;14;14;11;15;9;16;19;12;11;16;13;8;15;8;9;10;20;6;3;6;2;17;2;20;5;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-07-50;7;6;4;5;0;3;0;2;19;8;12;2;1;20;13;12;0;17;8;2;9;19;7;11;4;13;12;3;1;16;6;12;4;14;16;15;4;20;0;11;4;8;14;3;7;7;9;12;14;14;11;15;9;16;19;12;11;15;13;8;15;7;9;10;20;6;3;7;2;17;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-07-55;7;6;4;5;0;3;0;2;18;8;12;2;1;20;13;12;0;17;8;2;9;18;7;11;4;13;12;3;1;16;6;12;3;14;16;15;4;20;0;11;4;8;14;3;7;7;9;12;14;14;11;15;9;16;19;12;12;15;13;8;15;7;9;10;20;6;3;11;2;17;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-00;7;6;4;5;0;3;0;2;18;8;12;2;1;20;13;12;0;17;8;4;9;18;7;11;4;13;13;3;1;16;5;12;3;14;16;15;4;20;0;11;4;8;14;3;7;7;9;12;14;12;11;15;9;16;19;12;12;15;13;8;15;7;9;10;20;6;3;11;2;17;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-05;7;6;4;5;1;2;0;2;18;8;12;2;1;20;14;11;0;17;8;5;9;18;7;11;4;13;13;3;1;16;5;11;3;14;16;15;4;20;0;11;4;8;14;3;7;7;9;12;14;11;11;15;9;16;19;12;12;15;14;8;15;7;9;10;20;6;3;10;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-10;7;6;4;5;1;2;0;3;18;8;12;2;1;20;14;11;0;17;8;5;9;18;7;11;4;13;13;3;1;16;5;11;3;14;16;16;4;20;1;11;4;8;14;3;7;7;9;12;14;11;11;15;9;16;19;12;12;15;14;8;15;7;9;10;20;6;3;10;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-15;7;6;4;5;1;2;0;3;18;8;12;2;1;20;14;11;0;17;8;5;9;18;7;11;4;13;13;4;1;15;4;11;3;14;16;16;5;20;1;11;4;8;14;3;7;7;9;12;14;11;11;15;9;16;19;12;12;15;14;8;15;7;9;10;20;6;3;12;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-20;7;6;4;5;2;3;0;3;18;8;12;2;1;19;14;11;0;17;8;4;9;18;7;11;4;13;13;4;1;12;4;11;3;14;16;16;5;20;1;11;4;8;14;3;7;7;9;12;14;11;11;15;9;16;19;12;12;15;12;8;15;7;9;10;20;6;2;13;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-25;7;6;4;5;2;3;0;3;18;8;12;2;1;19;13;11;0;17;8;4;9;18;7;11;4;13;12;4;1;12;4;12;3;14;16;16;5;20;1;11;4;8;14;3;7;7;9;12;14;11;11;15;9;16;19;12;12;15;12;8;15;7;9;10;20;6;2;13;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-30;7;6;4;5;3;3;0;3;18;8;12;2;1;20;13;11;0;17;8;4;9;19;6;11;4;13;11;4;1;12;4;12;3;14;16;16;5;20;1;11;4;8;14;3;8;7;9;12;14;11;11;15;7;16;19;12;13;15;12;8;15;7;9;10;20;6;2;13;1;16;2;20;3;6;7;2;1;11;0;0;1;6;11;8
2022-10-31-08-35;7;6;3;5;3;3;0;3;18;8;12;2;1;20;13;11;0;17;8;5;9;19;6;11;4;13;11;4;1;12;4;12;3;14;16;16;4;20;1;11;4;8;14;3;8;7;9;12;14;11;11;15;7;16;19;12;13;15;12;8;15;7;9;10;20;6;2;14;1;16;2;20;3;6;7;2;2;11;0;0;1;7;11;8
2022-10-31-08-40;7;6;3;5;3;3;0;3;18;8;12;2;2;20;12;11;0;17;8;5;9;19;6;11;4;13;11;4;1;12;4;12;3;14;16;16;5;20;1;11;4;8;14;3;6;7;9;12;14;10;11;15;7;16;19;12;13;15;12;8;15;7;9;10;20;6;2;14;3;16;2;20;3;6;7;2;1;11;0;0;1;7;11;8
2022-10-31-08-45;7;6;3;5;3;3;0;3;17;8;12;2;2;20;12;11;0;17;8;5;9;19;6;11;4;13;11;4;1;11;5;12;3;14;16;16;4;20;1;11;4;8;14;3;6;7;9;12;14;10;11;15;7;16;19;12;13;14;13;8;15;7;9;9;20;6;2;14;3;16;2;20;3;6;7;2;2;11;0;0;1;7;11;8
2022-10-31-08-50;7;6;3;5;3;3;0;4;17;8;12;2;2;20;12;11;0;17;8;5;9;19;6;11;4;13;10;5;1;11;5;12;1;14;16;16;4;20;1;11;2;8;14;3;6;7;9;12;14;10;10;15;7;16;19;12;13;15;13;8;15;7;9;9;20;6;2;14;3;16;1;20;3;6;7;2;2;11;0;0;0;7;11;8
2022-10-31-08-55;7;6;3;5;3;3;0;5;17;8;12;2;2;20;12;11;0;17;8;5;9;19;5;11;4;13;10;5;1;11;5;12;1;14;16;16;5;20;1;11;2;8;14;3;6;7;8;12;15;10;10;15;7;16;19;12;13;14;13;8;15;7;9;10;20;6;2;17;3;16;1;20;3;6;7;2;2;11;0;0;0;7;11;8
2022-10-31-09-00;7;6;3;5;4;3;0;4;17;8;12;2;1;20;12;11;1;17;8;3;9;19;5;11;4;13;10;5;1;11;4;12;1;14;16;16;5;20;1;11;2;8;14;3;6;7;8;12;14;10;10;15;7;16;19;12;13;14;14;8;15;7;9;10;20;6;3;17;3;16;1;20;3;6;7;2;2;11;0;1;0;7;11;7
2022-10-31-09-05;7;6;3;5;4;3;1;4;16;8;12;2;2;20;11;11;1;17;8;4;9;19;5;11;4;13;10;5;1;10;4;12;1;14;17;16;5;20;1;11;2;8;14;3;6;7;8;12;14;9;10;15;7;16;19;12;13;14;14;8;15;7;9;10;20;6;3;17;3;16;1;20;3;6;7;2;2;11;0;1;0;7;11;7
2022-10-31-09-10;8;6;3;5;4;4;1;2;16;8;12;2;2;19;11;11;1;17;8;5;9;19;5;11;4;13;10;5;1;10;5;12;1;14;17;16;5;20;1;11;3;10;14;3;6;7;8;12;15;9;10;15;7;16;19;12;13;14;13;8;15;7;9;10;20;6;3;17;3;16;1;20;3;6;7;2;2;11;0;1;0;7;11;7
2022-10-31-09-15;8;6;3;5;4;4;1;2;16;8;12;2;2;20;11;11;1;17;8;5;9;19;5;11;4;13;10;5;1;10;5;12;1;14;17;16;5;20;1;11;3;10;15;3;6;7;8;12;15;8;10;15;7;16;19;12;13;14;13;8;15;7;9;10;20;6;3;17;3;16;1;20;4;6;7;2;3;11;0;1;0;7;11;6
2022-10-31-09-20;8;6;3;5;4;4;1;2;16;8;12;2;2;20;11;11;1;18;8;5;9;18;5;11;4;13;9;5;1;10;5;12;1;14;17;16;5;20;1;11;3;10;15;3;6;7;8;12;15;8;10;15;7;16;19;12;13;14;13;8;15;8;9;10;20;6;3;17;3;16;0;20;4;4;7;2;4;10;0;1;0;7;11;6
2022-10-31-09-25;8;6;2;5;4;4;1;2;17;8;12;2;2;20;10;11;1;18;8;4;9;18;5;11;4;13;6;5;1;10;5;12;1;14;17;16;5;20;1;11;4;10;15;3;6;7;8;12;15;8;10;15;7;16;19;12;13;14;13;8;15;8;9;10;20;6;3;18;3;16;0;20;4;4;7;2;4;10;0;1;0;7;11;6
2022-10-31-09-30;8;6;2;5;4;4;1;3;17;8;12;2;2;19;10;11;1;17;8;4;8;18;5;11;4;13;6;5;1;10;5;12;1;14;17;16;5;20;1;11;4;10;15;3;6;7;8;12;15;8;10;15;7;16;19;12;12;14;12;8;15;8;9;10;20;6;3;17;3;16;0;20;4;4;7;2;4;9;0;1;0;7;11;6
2022-10-31-09-35;8;6;2;5;4;4;1;4;17;8;12;2;3;19;10;11;1;17;8;5;7;17;4;11;5;13;5;5;1;10;5;12;2;14;17;16;5;20;1;11;4;10;13;3;6;7;7;12;15;8;10;15;8;16;19;13;12;14;12;8;15;8;9;10;20;6;3;18;3;16;1;20;4;4;7;2;4;9;0;1;0;6;11;6
2022-10-31-09-40;7;6;2;5;4;4;1;5;17;9;12;2;3;19;10;11;1;17;9;6;6;19;3;11;6;13;4;5;1;10;5;12;2;14;17;15;5;20;0;11;3;10;13;3;6;7;7;12;15;7;10;15;8;15;19;13;13;14;12;8;15;8;9;10;20;6;3;21;3;16;2;20;4;4;7;2;4;9;0;1;0;6;11;6
2022-10-31-09-45;7;5;2;5;4;4;1;5;17;9;10;2;3;19;9;11;0;16;9;6;6;19;3;11;6;13;3;5;1;10;5;12;1;14;17;15;5;20;0;10;3;10;13;3;6;7;6;12;15;7;10;15;8;15;19;13;14;14;12;8;15;8;9;10;20;6;3;21;3;15;2;20;4;3;8;2;4;9;0;1;0;7;11;6
2022-10-31-09-50;6;5;2;5;4;5;2;4;17;9;11;1;3;19;9;11;0;16;9;9;6;18;3;11;6;13;3;5;1;8;5;12;1;14;17;15;5;20;0;9;4;10;13;3;6;7;6;12;14;7;10;15;8;15;19;13;14;14;12;8;15;8;10;10;20;6;3;21;3;13;3;20;4;3;8;2;5;9;0;1;0;7;11;6
2022-10-31-09-55;6;5;2;6;4;5;3;5;17;9;11;1;4;19;9;11;0;16;9;10;3;18;3;11;6;13;1;5;1;8;5;12;0;14;17;15;5;20;2;9;4;10;13;3;5;7;6;12;13;8;10;15;8;15;19;12;14;14;12;8;14;8;10;10;20;6;3;21;3;13;3;20;4;3;8;2;5;9;0;1;0;7;11;6
2022-10-31-10-00;4;5;2;6;4;5;3;3;17;9;11;1;5;19;9;11;0;16;8;10;3;18;3;11;6;13;1;5;1;6;5;12;0;14;17;15;6;20;2;10;4;10;13;3;5;7;6;12;13;8;10;15;8;15;19;13;13;14;12;8;13;8;10;10;20;6;3;22;3;13;2;19;4;3;8;2;5;9;0;1;0;7;11;6
2022-10-31-10-05;4;4;2;6;5;5;3;3;18;9;11;1;5;19;9;11;0;16;8;10;3;20;3;11;6;13;1;5;1;6;5;12;1;14;17;15;5;20;2;10;4;10;13;3;5;7;6;12;13;7;10;15;8;15;19;13;10;14;12;8;13;8;10;11;20;6;3;24;3;11;4;19;4;2;8;2;5;9;0;1;0;7;11;6
2022-10-31-10-10;6;4;2;6;5;5;3;3;18;9;12;1;5;20;9;11;0;16;8;11;3;20;4;11;6;12;1;5;1;6;6;12;1;14;17;14;5;20;2;9;4;10;13;3;5;7;6;12;13;6;10;15;8;15;19;13;13;14;12;8;13;8;10;12;20;6;3;24;3;10;4;18;4;2;8;2;5;9;0;1;0;7;11;6
2022-10-31-10-15;6;4;2;7;5;5;3;4;18;9;12;1;6;20;9;11;0;16;8;11;2;19;4;11;6;12;1;5;1;5;6;12;1;14;17;14;5;20;2;9;4;10;13;3;6;7;6;12;13;4;10;15;8;15;19;13;13;14;12;8;13;8;10;12;20;6;2;25;3;10;5;18;4;2;8;2;5;7;0;1;0;7;11;5
2022-10-31-10-20;6;5;3;7;5;5;3;4;18;9;12;1;6;20;12;11;0;16;8;11;1;19;4;11;6;12;1;5;1;5;6;12;1;14;17;14;5;20;2;9;4;10;13;3;6;7;6;12;13;4;10;15;8;14;19;13;12;15;12;7;13;8;10;12;20;6;2;26;3;10;5;18;4;2;8;2;5;7;0;1;0;7;10;5
2022-10-31-10-25;6;5;4;7;5;5;3;3;18;9;12;1;7;20;11;12;0;16;8;11;1;19;4;11;6;12;1;5;0;5;6;10;1;14;17;14;5;20;3;9;4;10;13;3;6;7;6;12;13;1;12;15;8;14;19;13;12;15;12;7;13;6;10;12;20;6;2;26;3;10;5;19;4;2;8;2;5;7;0;1;0;7;10;5
2022-10-31-10-30;6;5;4;7;5;5;3;3;18;10;12;1;7;19;10;12;0;16;8;9;1;19;4;11;6;12;1;6;0;5;6;10;1;14;17;14;4;20;3;9;4;10;13;3;6;6;5;12;13;1;12;15;8;14;18;13;12;15;12;7;13;6;11;12;20;6;2;26;2;10;5;19;4;2;8;2;5;7;0;1;0;7;11;5
